timestamp,mode,step,train_loss,val_loss,is_best,lr
2025-11-08T17:52:18,resume,0,2.1487975120544434,2.316561222076416,0,0.0003
2025-11-08T17:53:34,resume,200,1.33616042137146,1.5636755228042603,1,0.0003
